Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU5870,42.45,56,464,9676.71,Unknown,18,30,77,1,Carrier B,9.17,Supplier 1,Kolkata,20,231,14,66.64,Pending,0.2,Sea,Route A,484.43
haircare,SKU5871,70.87,49,218,8422.96,Non-binary,37,12,14,4,Carrier C,1.9,Supplier 1,Kolkata,21,916,28,22.69,Pending,3.64,Rail,Route C,201.69
haircare,SKU5872,47.36,85,910,1904.01,Female,3,26,60,9,Carrier A,9.52,Supplier 5,Mumbai,6,191,20,79.54,Fail,4.56,Sea,Route C,792.25
haircare,SKU5873,31.4,34,242,6514.2,Unknown,11,8,58,4,Carrier C,3.64,Supplier 1,Chennai,9,791,9,81.83,Pending,1.65,Rail,Route B,243.5
cosmetics,SKU5874,97.38,36,395,3768.39,Male,18,23,37,6,Carrier A,6.53,Supplier 3,Bangalore,26,382,18,5.31,Fail,3.74,Air,Route A,509.99
haircare,SKU5875,25.8,77,338,7171.13,Non-binary,59,19,18,9,Carrier C,1.67,Supplier 1,Delhi,5,163,27,80.7,Fail,0.99,Road,Route B,687.63
haircare,SKU5876,95.28,89,939,6922.08,Female,81,11,46,1,Carrier B,3.75,Supplier 2,Bangalore,5,679,12,14.23,Pass,0.06,Rail,Route A,264.61
cosmetics,SKU5877,25.72,52,528,3699.8,Male,44,19,4,8,Carrier A,4.52,Supplier 5,Kolkata,5,120,30,24.79,Pass,1.11,Air,Route A,541.01
skincare,SKU5878,67.01,33,735,2744.6,Female,16,23,46,9,Carrier A,8.61,Supplier 2,Chennai,5,113,6,30.86,Fail,4.37,Sea,Route B,124.21
skincare,SKU5879,69.95,62,882,9934.91,Male,49,23,73,9,Carrier B,5.86,Supplier 5,Kolkata,24,757,1,9.88,Pass,0.39,Air,Route C,449.88
skincare,SKU5880,44.86,25,734,7853.83,Non-binary,70,22,96,10,Carrier A,3.66,Supplier 3,Bangalore,17,879,1,77.81,Pass,0.05,Sea,Route B,239.23
cosmetics,SKU5881,65.09,23,81,4767.33,Male,92,1,36,8,Carrier A,5.62,Supplier 5,Kolkata,19,996,29,6.04,Fail,2.65,Road,Route A,469.37
skincare,SKU5882,69.69,32,280,6763.01,Female,92,7,67,6,Carrier C,6.17,Supplier 5,Mumbai,19,705,29,22.38,Fail,0.93,Air,Route C,334.09
skincare,SKU5883,39.05,20,574,7328.07,Female,39,16,80,1,Carrier C,2.03,Supplier 2,Mumbai,16,588,17,46.64,Pending,0.14,Rail,Route B,508.26
haircare,SKU5884,68.65,8,772,4540.24,Female,18,24,3,8,Carrier C,4.37,Supplier 5,Kolkata,16,965,10,56.68,Fail,4.58,Air,Route A,112.8
skincare,SKU5885,5.1,52,19,5768.46,Male,84,15,33,2,Carrier C,4.9,Supplier 4,Delhi,13,799,15,14.12,Pass,3.26,Rail,Route C,405.93
skincare,SKU5886,56.54,16,43,6535.77,Female,4,6,24,2,Carrier C,1.33,Supplier 4,Mumbai,25,858,2,93.4,Pass,4.47,Sea,Route A,674.67
cosmetics,SKU5887,44.91,53,343,9071.87,Female,14,14,7,3,Carrier B,6.78,Supplier 1,Mumbai,25,385,16,89.75,Pass,2.69,Rail,Route B,810.47
skincare,SKU5888,68.27,28,794,2257.19,Unknown,94,7,73,6,Carrier C,1.83,Supplier 2,Chennai,28,653,18,80.54,Fail,3.7,Rail,Route B,605.37
haircare,SKU5889,14.16,59,954,8930.64,Non-binary,76,12,91,9,Carrier C,5.4,Supplier 2,Delhi,13,741,18,32.14,Fail,0.07,Sea,Route C,281.08
cosmetics,SKU5890,20.57,57,76,9040.93,Male,48,11,72,7,Carrier B,4.74,Supplier 2,Chennai,21,830,10,7.82,Fail,0.6,Sea,Route B,248.65
cosmetics,SKU5891,99.65,51,473,5481.99,Non-binary,83,13,48,5,Carrier B,2.15,Supplier 3,Bangalore,6,851,19,78.98,Pass,3.54,Air,Route B,649.79
haircare,SKU5892,59.04,7,227,5568.8,Non-binary,41,8,16,6,Carrier A,1.69,Supplier 1,Chennai,21,882,20,48.51,Fail,4.99,Rail,Route B,665.75
haircare,SKU5893,82.26,71,804,2494.25,Female,79,3,93,2,Carrier A,8.23,Supplier 1,Chennai,14,886,3,74.81,Fail,2.98,Sea,Route C,758.29
skincare,SKU5894,81.81,13,994,1314.24,Unknown,44,21,28,4,Carrier A,4.09,Supplier 5,Mumbai,22,769,8,34.26,Pending,1.69,Road,Route C,421.38
haircare,SKU5895,35.97,84,132,7832.68,Unknown,3,21,20,6,Carrier A,6.75,Supplier 5,Delhi,17,769,2,93.25,Fail,3.05,Sea,Route A,352.7
skincare,SKU5896,98.77,12,136,9453.23,Male,91,28,64,2,Carrier C,3.67,Supplier 4,Bangalore,24,299,10,43.63,Pass,4.29,Sea,Route C,254.36
cosmetics,SKU5897,34.31,94,690,2809.85,Female,57,28,19,2,Carrier C,3.72,Supplier 4,Bangalore,26,592,19,18.95,Pass,3.77,Air,Route B,432.25
cosmetics,SKU5898,55.97,13,263,1006.93,Non-binary,65,18,93,3,Carrier C,4.77,Supplier 1,Kolkata,24,993,11,94.36,Fail,0.22,Air,Route C,564.04
skincare,SKU5899,60.35,52,750,5076.52,Unknown,47,7,45,10,Carrier B,6.29,Supplier 3,Bangalore,8,986,28,37.54,Pass,0.07,Air,Route B,703.4
haircare,SKU5900,36.1,59,341,7754.68,Female,54,17,28,5,Carrier A,1.55,Supplier 3,Delhi,29,937,27,63.18,Pending,1.59,Rail,Route C,639.07
cosmetics,SKU5901,25.19,52,837,2870.14,Non-binary,8,2,23,6,Carrier C,9.77,Supplier 3,Kolkata,15,421,7,92.05,Pass,2.07,Road,Route B,307.17
haircare,SKU5902,60.71,61,708,4845.78,Female,30,22,32,9,Carrier C,2.23,Supplier 3,Bangalore,20,879,19,41.32,Pending,0.34,Rail,Route A,319.85
skincare,SKU5903,65.57,32,198,1843.04,Female,79,2,79,7,Carrier C,7.94,Supplier 5,Bangalore,21,290,23,93.87,Pending,0.57,Air,Route B,989.37
haircare,SKU5904,19.08,19,676,7046.35,Non-binary,89,1,27,5,Carrier A,2.12,Supplier 3,Chennai,2,257,11,58.04,Pending,2.42,Air,Route C,744.45
cosmetics,SKU5905,17.88,96,850,6132.23,Female,67,7,19,5,Carrier A,1.75,Supplier 1,Chennai,13,233,25,71.88,Pending,3.38,Air,Route A,785.25
skincare,SKU5906,49.7,35,771,8207.41,Unknown,99,16,10,8,Carrier B,7.46,Supplier 4,Bangalore,25,112,5,21.9,Fail,3.8,Road,Route C,368.22
skincare,SKU5907,69.46,9,625,9394.89,Male,26,22,36,5,Carrier A,8.34,Supplier 2,Kolkata,18,298,6,6.9,Pass,2.63,Road,Route C,115.91
skincare,SKU5908,36.72,69,464,9976.88,Female,23,5,46,2,Carrier C,7.96,Supplier 3,Mumbai,2,369,15,59.67,Pending,0.07,Sea,Route A,771.85
haircare,SKU5909,67.61,32,573,9478.07,Non-binary,77,24,53,10,Carrier C,1.46,Supplier 2,Bangalore,20,719,13,18.81,Fail,4.89,Sea,Route A,819.75
haircare,SKU5910,3.4,18,653,5406.86,Non-binary,86,29,52,7,Carrier C,5.64,Supplier 1,Mumbai,17,284,4,45.43,Fail,4.26,Sea,Route C,176.48
skincare,SKU5911,31.39,24,6,5087.99,Non-binary,92,17,86,4,Carrier B,1.43,Supplier 2,Chennai,21,106,30,89.3,Fail,3.24,Rail,Route B,970.33
skincare,SKU5912,41.63,43,941,2884.3,Male,1,1,57,9,Carrier B,6.15,Supplier 1,Kolkata,1,750,1,45.91,Fail,1.86,Sea,Route A,365.56
cosmetics,SKU5913,29.51,91,195,9027.01,Male,54,7,54,1,Carrier C,2.24,Supplier 3,Delhi,3,647,25,25.19,Fail,0.48,Road,Route A,593.73
cosmetics,SKU5914,81.95,94,499,3793.61,Male,32,12,80,3,Carrier A,9.41,Supplier 1,Mumbai,29,631,12,71.67,Fail,3.22,Sea,Route B,973.58
skincare,SKU5915,61.61,62,556,9060.05,Non-binary,62,4,69,2,Carrier B,5.25,Supplier 1,Delhi,27,593,30,59.89,Pass,4.83,Road,Route C,863.9
cosmetics,SKU5916,57.1,87,698,7658.36,Female,78,3,57,1,Carrier B,4.95,Supplier 2,Chennai,30,310,3,88.39,Pass,2.2,Air,Route C,948.84
cosmetics,SKU5917,56.39,30,471,9007.96,Non-binary,8,14,40,5,Carrier C,4.25,Supplier 5,Bangalore,19,825,9,12.55,Pass,1.01,Air,Route A,663.2
cosmetics,SKU5918,34.2,28,284,5021.34,Non-binary,83,18,99,4,Carrier A,2.01,Supplier 2,Delhi,6,451,14,63.15,Pending,4.28,Rail,Route B,477.8
haircare,SKU5919,19.71,32,316,7642.71,Female,34,17,14,9,Carrier A,1.39,Supplier 2,Mumbai,9,557,3,94.44,Pass,1.53,Road,Route A,572.34
cosmetics,SKU5920,7.86,16,240,4625.96,Non-binary,83,29,12,9,Carrier B,1.42,Supplier 4,Delhi,1,149,26,75.42,Pass,3.34,Air,Route C,384.1
cosmetics,SKU5921,57.22,100,535,4195.87,Unknown,50,24,96,8,Carrier C,7.77,Supplier 1,Mumbai,19,977,19,70.4,Pending,0.65,Air,Route A,557.73
haircare,SKU5922,55.51,88,226,8126.94,Male,36,1,2,9,Carrier B,5.85,Supplier 1,Mumbai,27,886,12,19.36,Pending,2.09,Air,Route B,194.56
haircare,SKU5923,53.16,73,894,5513.65,Female,7,25,25,5,Carrier A,6.08,Supplier 2,Chennai,23,855,19,24.5,Fail,4.4,Rail,Route C,599.32
haircare,SKU5924,72.51,57,954,6514.83,Female,55,6,34,5,Carrier B,5.7,Supplier 2,Delhi,2,137,2,92.95,Pass,3.12,Air,Route C,994.26
cosmetics,SKU5925,59.9,16,767,8309.64,Female,56,21,38,1,Carrier A,2.12,Supplier 3,Chennai,21,950,7,1.28,Fail,4.0,Air,Route B,876.86
haircare,SKU5926,35.36,23,701,1812.27,Non-binary,25,9,91,5,Carrier B,3.73,Supplier 1,Chennai,11,428,19,39.43,Pending,4.94,Sea,Route B,723.14
skincare,SKU5927,55.42,86,445,3891.66,Non-binary,100,15,79,7,Carrier A,9.79,Supplier 2,Mumbai,16,852,24,44.06,Pass,0.41,Air,Route B,588.49
skincare,SKU5928,39.14,81,386,5943.16,Female,67,17,75,2,Carrier B,5.92,Supplier 2,Chennai,5,183,26,69.48,Pending,3.63,Sea,Route A,672.28
haircare,SKU5929,8.6,43,970,4945.61,Female,0,29,37,5,Carrier B,7.8,Supplier 2,Chennai,16,317,25,90.55,Fail,3.9,Road,Route C,114.25
cosmetics,SKU5930,7.37,68,502,3233.94,Unknown,2,10,62,8,Carrier B,1.63,Supplier 2,Chennai,20,392,24,71.21,Fail,3.23,Road,Route B,250.87
skincare,SKU5931,33.86,1,631,1155.55,Unknown,19,18,52,8,Carrier B,8.75,Supplier 2,Kolkata,4,813,23,84.38,Pass,4.4,Sea,Route B,586.53
cosmetics,SKU5932,32.34,73,179,3757.0,Non-binary,98,9,87,5,Carrier B,5.48,Supplier 5,Mumbai,3,319,24,95.51,Fail,4.91,Sea,Route C,314.0
haircare,SKU5933,15.96,75,862,4509.41,Male,0,3,34,2,Carrier A,4.94,Supplier 1,Mumbai,23,524,5,56.28,Pass,3.68,Rail,Route B,928.08
haircare,SKU5934,23.28,76,124,5198.35,Unknown,95,9,37,1,Carrier A,2.16,Supplier 4,Bangalore,22,528,5,85.05,Pending,1.48,Rail,Route B,229.47
haircare,SKU5935,53.64,10,597,8480.37,Female,95,27,14,3,Carrier C,4.9,Supplier 1,Bangalore,4,394,29,84.07,Pending,4.04,Air,Route C,395.78
haircare,SKU5936,58.28,32,427,4191.75,Male,38,16,95,8,Carrier C,4.78,Supplier 5,Mumbai,13,789,28,48.18,Pending,4.9,Rail,Route B,315.15
haircare,SKU5937,99.87,2,986,9888.62,Unknown,50,13,31,9,Carrier C,3.37,Supplier 5,Kolkata,10,171,19,32.96,Pending,2.12,Road,Route C,155.82
cosmetics,SKU5938,69.59,37,552,3839.79,Non-binary,92,24,73,5,Carrier C,8.28,Supplier 5,Kolkata,27,734,5,46.45,Pending,3.26,Air,Route C,160.03
skincare,SKU5939,47.84,88,539,8179.27,Unknown,52,24,52,6,Carrier B,2.71,Supplier 1,Bangalore,12,833,9,95.46,Pass,2.37,Road,Route A,628.45
haircare,SKU5940,95.31,75,781,1125.08,Non-binary,34,29,98,8,Carrier A,6.16,Supplier 5,Bangalore,13,710,9,65.79,Pending,1.99,Air,Route B,260.01
cosmetics,SKU5941,87.7,24,511,7298.93,Unknown,36,22,86,5,Carrier B,1.18,Supplier 2,Chennai,13,427,6,18.88,Pass,0.78,Air,Route A,523.19
haircare,SKU5942,20.24,34,150,7712.1,Female,6,14,44,2,Carrier A,2.01,Supplier 1,Bangalore,7,537,21,90.09,Fail,1.12,Sea,Route A,195.69
cosmetics,SKU5943,2.24,43,773,6389.67,Non-binary,7,1,39,6,Carrier C,2.47,Supplier 1,Kolkata,7,895,19,30.68,Pending,3.31,Air,Route C,688.05
skincare,SKU5944,91.83,23,303,1461.08,Male,84,21,98,8,Carrier C,1.64,Supplier 3,Kolkata,12,866,26,8.37,Pending,4.47,Rail,Route B,429.24
skincare,SKU5945,70.41,40,372,7035.02,Female,71,17,100,7,Carrier A,2.86,Supplier 1,Bangalore,12,906,17,70.89,Pending,3.05,Rail,Route B,464.86
haircare,SKU5946,68.4,17,437,5310.97,Female,34,22,94,5,Carrier C,1.34,Supplier 3,Bangalore,7,874,30,89.3,Pass,4.04,Air,Route A,579.06
cosmetics,SKU5947,78.1,82,410,8871.33,Non-binary,29,15,92,9,Carrier B,2.68,Supplier 3,Delhi,11,451,27,92.78,Pending,2.31,Air,Route B,957.08
cosmetics,SKU5948,7.65,79,396,7043.93,Unknown,36,8,21,2,Carrier B,1.95,Supplier 5,Chennai,1,731,8,94.78,Fail,0.6,Sea,Route B,710.36
haircare,SKU5949,19.42,74,636,1598.81,Male,35,9,80,6,Carrier C,4.32,Supplier 5,Bangalore,15,486,23,48.55,Pass,4.48,Rail,Route A,816.22
skincare,SKU5950,17.13,66,554,5161.32,Unknown,53,15,87,2,Carrier A,9.61,Supplier 2,Chennai,12,428,5,43.44,Pending,3.03,Air,Route C,524.9
haircare,SKU5951,99.62,75,412,6788.66,Unknown,30,11,81,4,Carrier A,3.1,Supplier 2,Kolkata,8,452,20,51.85,Pass,1.21,Road,Route A,847.02
haircare,SKU5952,70.39,9,96,5524.36,Unknown,3,19,55,4,Carrier C,6.95,Supplier 4,Mumbai,30,417,14,32.27,Pass,2.96,Sea,Route A,718.67
skincare,SKU5953,29.63,73,915,2838.66,Non-binary,86,20,6,8,Carrier B,3.27,Supplier 5,Delhi,11,249,24,90.33,Fail,4.44,Sea,Route A,226.21
haircare,SKU5954,40.99,18,543,7180.66,Unknown,76,11,42,3,Carrier C,1.9,Supplier 4,Delhi,6,443,9,74.05,Pending,0.95,Rail,Route B,447.23
cosmetics,SKU5955,74.31,90,22,6772.13,Non-binary,31,12,45,4,Carrier B,2.66,Supplier 1,Kolkata,24,300,24,72.51,Pending,1.75,Air,Route A,478.54
haircare,SKU5956,69.93,14,721,2008.65,Unknown,90,30,33,8,Carrier B,5.47,Supplier 4,Kolkata,6,835,6,47.73,Pass,3.18,Air,Route B,655.01
skincare,SKU5957,18.55,98,771,4303.58,Female,32,5,6,3,Carrier C,4.35,Supplier 2,Chennai,22,216,14,79.38,Pass,4.39,Rail,Route C,410.21
cosmetics,SKU5958,67.67,1,906,7577.48,Non-binary,84,1,22,4,Carrier A,2.01,Supplier 2,Bangalore,11,540,26,95.31,Pass,4.71,Air,Route C,425.68
skincare,SKU5959,63.01,52,724,6435.7,Female,45,20,16,7,Carrier A,4.22,Supplier 3,Kolkata,22,591,10,77.03,Fail,1.43,Sea,Route C,727.12
cosmetics,SKU5960,37.56,61,984,4426.29,Male,31,3,24,8,Carrier A,8.88,Supplier 2,Chennai,17,428,22,31.9,Pass,4.08,Road,Route C,115.72
skincare,SKU5961,60.02,87,461,4887.35,Male,7,20,90,10,Carrier C,5.9,Supplier 3,Kolkata,26,218,11,72.95,Fail,4.93,Air,Route A,553.38
haircare,SKU5962,88.35,92,306,6218.22,Non-binary,87,20,58,3,Carrier A,7.04,Supplier 5,Kolkata,11,862,30,52.32,Fail,1.25,Sea,Route C,954.6
skincare,SKU5963,76.03,35,536,5167.19,Male,45,22,24,9,Carrier B,2.69,Supplier 3,Bangalore,14,388,5,81.68,Pending,1.96,Sea,Route C,882.03
cosmetics,SKU5964,17.54,40,873,8102.14,Unknown,38,11,38,5,Carrier B,4.09,Supplier 4,Bangalore,21,806,3,64.37,Fail,4.45,Sea,Route A,728.49
cosmetics,SKU5965,12.04,33,454,4874.41,Unknown,27,9,99,1,Carrier C,1.55,Supplier 4,Delhi,19,444,26,87.4,Pass,4.41,Air,Route C,162.57
haircare,SKU5966,11.24,75,263,7623.02,Unknown,16,13,55,4,Carrier B,6.63,Supplier 2,Delhi,18,691,22,39.56,Pass,3.83,Road,Route A,302.96
skincare,SKU5967,64.57,29,865,5887.81,Non-binary,67,8,78,10,Carrier C,9.96,Supplier 4,Kolkata,28,434,8,76.03,Pending,4.08,Rail,Route B,389.41
haircare,SKU5968,39.75,91,43,8316.03,Non-binary,28,4,65,8,Carrier C,6.85,Supplier 4,Chennai,21,663,13,88.97,Pass,2.31,Air,Route C,808.21
skincare,SKU5969,70.16,78,222,6868.81,Unknown,11,11,13,6,Carrier B,1.47,Supplier 3,Mumbai,18,813,27,40.79,Pending,0.88,Road,Route B,260.82
skincare,SKU5970,84.57,57,441,4676.86,Unknown,17,1,22,6,Carrier B,7.5,Supplier 1,Bangalore,15,642,19,65.97,Pass,4.52,Air,Route A,375.92
skincare,SKU5971,40.74,4,485,3794.92,Unknown,3,13,4,3,Carrier B,3.31,Supplier 4,Kolkata,21,189,7,12.71,Fail,2.0,Sea,Route A,105.67
skincare,SKU5972,49.56,34,842,5205.92,Non-binary,56,14,28,7,Carrier A,4.23,Supplier 1,Mumbai,11,130,30,14.8,Pass,3.91,Road,Route C,296.29
cosmetics,SKU5973,91.21,33,803,3770.93,Non-binary,61,10,63,8,Carrier A,4.54,Supplier 4,Bangalore,13,158,3,83.85,Pending,3.94,Road,Route A,436.77
haircare,SKU5974,42.63,89,715,1776.92,Non-binary,4,12,51,7,Carrier B,9.3,Supplier 3,Chennai,24,795,15,6.49,Fail,0.78,Rail,Route C,831.9
skincare,SKU5975,7.96,83,632,2571.16,Non-binary,34,29,29,4,Carrier A,2.7,Supplier 3,Mumbai,20,149,1,36.48,Pending,1.93,Air,Route C,847.51
haircare,SKU5976,42.44,79,294,8734.13,Female,98,22,10,3,Carrier C,3.84,Supplier 4,Delhi,17,644,23,62.66,Fail,4.77,Sea,Route A,504.78
skincare,SKU5977,35.78,14,956,1925.89,Male,96,24,89,7,Carrier C,2.04,Supplier 3,Bangalore,19,667,21,11.09,Pass,3.79,Sea,Route C,902.54
haircare,SKU5978,48.29,57,421,1873.66,Male,90,18,75,2,Carrier A,1.05,Supplier 4,Mumbai,10,166,27,98.73,Fail,2.52,Air,Route C,588.16
skincare,SKU5979,19.76,99,715,3799.81,Non-binary,50,19,93,7,Carrier B,3.94,Supplier 4,Kolkata,6,413,23,95.74,Pending,0.23,Sea,Route C,466.34
cosmetics,SKU5980,27.42,95,860,1323.0,Non-binary,29,27,89,9,Carrier B,4.69,Supplier 5,Kolkata,2,859,24,15.19,Pass,0.82,Sea,Route A,182.89
cosmetics,SKU5981,95.95,63,128,4546.66,Non-binary,35,9,9,9,Carrier C,7.82,Supplier 3,Kolkata,28,768,12,36.69,Pending,3.72,Sea,Route C,708.65
cosmetics,SKU5982,64.97,62,56,4087.89,Male,23,23,81,4,Carrier A,7.32,Supplier 2,Kolkata,9,730,23,21.57,Pending,1.9,Road,Route C,623.11
skincare,SKU5983,14.05,67,777,7778.0,Male,67,26,90,8,Carrier B,4.65,Supplier 1,Chennai,28,713,18,59.51,Pass,1.76,Road,Route B,383.84
cosmetics,SKU5984,15.95,79,520,6516.01,Non-binary,68,29,56,9,Carrier A,3.45,Supplier 5,Chennai,9,778,6,12.23,Pending,1.72,Road,Route C,650.98
skincare,SKU5985,41.36,70,7,7177.53,Unknown,9,16,21,1,Carrier B,8.39,Supplier 2,Bangalore,11,903,2,53.96,Pass,2.99,Rail,Route C,309.34
cosmetics,SKU5986,35.83,1,255,5932.51,Female,46,7,75,7,Carrier B,3.16,Supplier 5,Mumbai,22,963,18,38.65,Pending,1.21,Road,Route B,777.92
haircare,SKU5987,61.07,9,691,4710.79,Non-binary,41,17,78,1,Carrier B,1.47,Supplier 2,Bangalore,12,738,1,52.41,Fail,4.97,Rail,Route A,933.22
skincare,SKU5988,17.82,18,636,8117.7,Unknown,39,16,29,9,Carrier B,8.29,Supplier 4,Mumbai,27,596,26,90.82,Fail,3.94,Road,Route A,474.01
haircare,SKU5989,4.79,59,522,4662.36,Unknown,29,25,76,2,Carrier C,5.88,Supplier 1,Kolkata,29,920,13,10.23,Pass,2.72,Air,Route B,842.71
skincare,SKU5990,26.37,84,151,7859.0,Non-binary,20,15,13,6,Carrier B,1.6,Supplier 3,Mumbai,24,124,17,59.09,Pass,0.24,Sea,Route B,315.34
cosmetics,SKU5991,70.15,92,519,8778.24,Male,59,12,74,8,Carrier B,9.97,Supplier 3,Mumbai,25,744,9,14.98,Pass,0.82,Rail,Route B,959.42
skincare,SKU5992,79.94,4,426,7614.12,Male,71,19,35,10,Carrier C,5.25,Supplier 2,Delhi,23,433,22,40.4,Fail,4.25,Air,Route B,948.79
haircare,SKU5993,1.62,46,106,8796.28,Female,53,2,93,9,Carrier A,5.27,Supplier 1,Kolkata,17,676,20,53.8,Pass,4.01,Rail,Route A,153.03
haircare,SKU5994,84.28,59,937,9904.59,Non-binary,13,20,86,1,Carrier B,9.97,Supplier 4,Kolkata,10,405,1,10.53,Fail,0.33,Air,Route B,253.48
cosmetics,SKU5995,16.85,80,679,7853.34,Non-binary,18,12,57,5,Carrier B,5.77,Supplier 3,Mumbai,13,519,12,89.08,Pending,1.22,Rail,Route A,817.64
skincare,SKU5996,24.59,53,459,4828.06,Unknown,98,9,27,2,Carrier C,9.33,Supplier 2,Kolkata,24,726,19,68.39,Fail,1.17,Rail,Route C,180.18
cosmetics,SKU5997,45.07,36,479,4668.55,Unknown,12,5,26,5,Carrier A,2.8,Supplier 2,Kolkata,27,767,28,58.22,Pass,2.75,Air,Route C,432.52
cosmetics,SKU5998,31.49,38,163,8672.21,Non-binary,47,21,86,3,Carrier B,7.11,Supplier 4,Mumbai,19,485,22,5.5,Pending,0.19,Rail,Route A,582.99
cosmetics,SKU5999,58.14,29,633,4313.1,Female,30,3,19,5,Carrier B,3.02,Supplier 5,Mumbai,1,253,9,36.44,Fail,4.22,Air,Route C,649.23
skincare,SKU6000,94.55,19,107,7165.44,Female,86,9,6,3,Carrier C,7.04,Supplier 4,Delhi,22,764,21,27.43,Pending,1.42,Rail,Route C,755.8
cosmetics,SKU6001,38.77,92,148,4362.22,Female,36,29,1,6,Carrier B,2.09,Supplier 1,Kolkata,23,112,9,39.64,Pending,1.1,Rail,Route A,951.42
cosmetics,SKU6002,63.93,81,554,8299.26,Unknown,33,18,26,6,Carrier B,6.39,Supplier 4,Delhi,8,667,14,96.57,Fail,0.33,Sea,Route C,432.07
skincare,SKU6003,38.09,10,472,4059.07,Female,10,6,80,4,Carrier A,3.25,Supplier 5,Mumbai,4,726,4,39.68,Pass,4.72,Rail,Route C,295.4
skincare,SKU6004,59.46,64,395,1527.21,Non-binary,95,26,89,6,Carrier C,5.21,Supplier 4,Kolkata,13,624,14,33.9,Pass,4.07,Road,Route C,566.38
cosmetics,SKU6005,43.11,53,97,2042.65,Male,18,30,47,8,Carrier A,2.94,Supplier 2,Bangalore,22,814,9,72.36,Pass,3.4,Rail,Route A,181.41
cosmetics,SKU6006,6.84,56,311,2217.66,Male,96,6,44,7,Carrier C,3.66,Supplier 5,Mumbai,29,467,10,40.44,Fail,4.32,Road,Route A,514.43
cosmetics,SKU6007,74.76,45,412,6478.38,Unknown,97,14,70,1,Carrier C,9.93,Supplier 5,Bangalore,2,446,7,30.15,Pending,1.92,Sea,Route C,752.34
haircare,SKU6008,19.92,52,425,6873.73,Non-binary,6,9,45,10,Carrier A,9.0,Supplier 2,Mumbai,11,358,14,4.81,Fail,1.51,Rail,Route C,185.02
skincare,SKU6009,93.03,35,359,4709.85,Female,34,18,15,3,Carrier C,4.41,Supplier 5,Delhi,25,186,7,10.31,Fail,3.38,Sea,Route B,243.2
skincare,SKU6010,33.23,15,550,8514.96,Female,41,19,3,2,Carrier A,3.91,Supplier 4,Mumbai,15,440,7,75.8,Pass,3.54,Air,Route B,964.4
skincare,SKU6011,76.34,33,401,4234.8,Male,25,12,40,9,Carrier B,2.35,Supplier 5,Chennai,26,451,10,41.11,Pending,1.89,Road,Route C,642.7
skincare,SKU6012,28.17,88,610,3372.94,Female,6,9,51,4,Carrier B,7.28,Supplier 5,Mumbai,10,586,1,61.9,Fail,1.2,Rail,Route A,971.19
skincare,SKU6013,37.32,50,836,5135.71,Male,17,29,25,4,Carrier B,1.92,Supplier 5,Chennai,22,462,16,87.81,Pass,2.8,Sea,Route C,944.75
haircare,SKU6014,20.64,34,896,7747.25,Non-binary,37,18,38,8,Carrier C,3.09,Supplier 4,Mumbai,22,960,20,53.13,Pending,2.39,Road,Route C,650.5
skincare,SKU6015,20.96,34,559,2485.0,Female,96,21,73,2,Carrier B,1.93,Supplier 2,Chennai,10,635,8,76.54,Pass,3.22,Sea,Route C,967.63
cosmetics,SKU6016,64.77,50,484,3380.82,Unknown,98,6,48,8,Carrier A,2.33,Supplier 3,Delhi,28,590,3,72.65,Pass,3.01,Air,Route A,473.73
cosmetics,SKU6017,84.28,90,761,4483.8,Female,34,30,18,5,Carrier B,1.88,Supplier 5,Bangalore,25,370,11,93.68,Fail,3.85,Air,Route B,622.98
skincare,SKU6018,72.08,32,842,5821.5,Non-binary,46,30,17,5,Carrier A,9.0,Supplier 3,Chennai,2,930,22,41.03,Pass,0.56,Rail,Route B,669.02
skincare,SKU6019,6.11,84,792,6374.1,Male,24,5,11,9,Carrier B,1.24,Supplier 2,Kolkata,12,494,27,5.98,Fail,0.05,Rail,Route A,552.75
cosmetics,SKU6020,71.34,77,799,2337.63,Female,77,7,71,4,Carrier A,9.53,Supplier 3,Kolkata,26,157,2,77.85,Pending,3.86,Sea,Route C,218.59
skincare,SKU6021,6.62,80,28,3287.63,Female,67,7,35,2,Carrier C,5.25,Supplier 2,Kolkata,9,675,25,56.27,Pass,0.23,Sea,Route C,600.81
cosmetics,SKU6022,5.11,29,503,3192.46,Female,5,20,61,9,Carrier C,9.56,Supplier 2,Mumbai,29,898,25,72.78,Pending,1.43,Air,Route A,382.45
cosmetics,SKU6023,28.86,14,141,8465.73,Unknown,38,30,8,1,Carrier C,3.15,Supplier 3,Kolkata,2,403,10,81.53,Fail,4.51,Rail,Route A,927.82
skincare,SKU6024,76.32,64,236,8389.94,Female,13,8,79,2,Carrier B,6.49,Supplier 1,Kolkata,18,711,11,82.54,Pass,3.84,Air,Route C,887.9
cosmetics,SKU6025,55.04,82,461,7382.31,Non-binary,12,11,64,9,Carrier B,6.0,Supplier 5,Mumbai,25,191,24,10.1,Pending,2.05,Rail,Route B,830.58
skincare,SKU6026,52.87,73,786,6856.57,Female,26,27,41,5,Carrier B,5.82,Supplier 5,Delhi,1,167,1,96.92,Fail,2.55,Air,Route A,825.59
